,B1,B2,B3,B4,B5,B6,B7,B8,B9,B10,B11,B12,B13,B14,B15,B16,B17,B18,B19,B20
29719,1197.0,1002.0,710.0,-0.17056075,2608.0,2596.0,2346.0,-0.05058681,3636.0,3644.0,2970.0,-0.10190505,3920.0,3866.0,3166.0,-0.099544935,4404.0,4576.0,3802.0,-0.092384815
29720,1210.0,970.0,788.0,-0.103526734,2586.0,2608.0,2342.0,-0.053737372,3636.0,3624.0,2938.0,-0.1045413,3928.0,3856.0,3148.0,-0.1010851,4404.0,4576.0,3802.0,-0.092384815
29721,1225.0,955.0,797.0,-0.09018265,2586.0,2608.0,2342.0,-0.053737372,3636.0,3624.0,2938.0,-0.1045413,3928.0,3856.0,3148.0,-0.1010851,4180.0,4320.0,3536.0,-0.09979633
29722,1232.0,971.0,775.0,-0.11225659,2586.0,2608.0,2342.0,-0.053737372,3636.0,3624.0,2938.0,-0.1045413,3928.0,3856.0,3148.0,-0.1010851,4180.0,4320.0,3536.0,-0.09979633
29723,1231.0,1006.0,767.0,-0.13479978,2586.0,2608.0,2342.0,-0.053737372,3636.0,3624.0,2938.0,-0.1045413,3928.0,3856.0,3148.0,-0.1010851,4180.0,4320.0,3536.0,-0.09979633
29724,1232.0,1018.0,719.0,-0.17213586,2590.0,2606.0,2330.0,-0.05591572,3642.0,3670.0,2964.0,-0.10642146,3906.0,3872.0,3148.0,-0.1031339,4180.0,4320.0,3536.0,-0.09979633
29725,1240.0,1018.0,755.0,-0.14833616,2590.0,2606.0,2330.0,-0.05591572,3642.0,3670.0,2964.0,-0.10642146,3906.0,3872.0,3148.0,-0.1031339,4012.0,4096.0,3382.0,-0.09548008
29726,1244.0,1009.0,806.0,-0.11184573,2590.0,2606.0,2330.0,-0.05591572,3642.0,3670.0,2964.0,-0.10642146,3906.0,3872.0,3148.0,-0.1031339,4012.0,4096.0,3382.0,-0.09548008
29727,1233.0,1002.0,776.0,-0.12710911,2590.0,2600.0,2342.0,-0.052205585,3636.0,3648.0,2960.0,-0.104116224,3874.0,3878.0,3144.0,-0.10452862,4012.0,4096.0,3382.0,-0.09548008
33586,1187.0,967.0,887.0,-0.043149944,2782.0,2798.0,2472.0,-0.06185958,3508.0,3568.0,2776.0,-0.12484237,3846.0,3864.0,3128.0,-0.10526316,4504.0,4740.0,3902.0,-0.09696829
33587,1203.0,1008.0,862.0,-0.078074865,3138.0,3126.0,2786.0,-0.05751015,3554.0,3602.0,2856.0,-0.11551564,3778.0,3722.0,3050.0,-0.09923213,4504.0,4740.0,3902.0,-0.09696829
33588,1196.0,1002.0,819.0,-0.100494236,3138.0,3126.0,2786.0,-0.05751015,3554.0,3602.0,2856.0,-0.11551564,3778.0,3722.0,3050.0,-0.09923213,4544.0,4756.0,3890.0,-0.100161925
33589,1201.0,993.0,776.0,-0.12266818,3138.0,3126.0,2786.0,-0.05751015,3554.0,3602.0,2856.0,-0.11551564,3778.0,3722.0,3050.0,-0.09923213,4544.0,4756.0,3890.0,-0.100161925
33590,1223.0,980.0,816.0,-0.09131403,3138.0,3126.0,2786.0,-0.05751015,3554.0,3602.0,2856.0,-0.11551564,3778.0,3722.0,3050.0,-0.09923213,4544.0,4756.0,3890.0,-0.100161925
33591,1228.0,972.0,860.0,-0.06113537,2756.0,2760.0,2484.0,-0.05263158,3666.0,3656.0,2932.0,-0.10989678,3824.0,3802.0,3062.0,-0.10780886,4544.0,4756.0,3890.0,-0.100161925
33592,1222.0,987.0,847.0,-0.07633588,2756.0,2760.0,2484.0,-0.05263158,3666.0,3656.0,2932.0,-0.10989678,3824.0,3802.0,3062.0,-0.10780886,4584.0,4848.0,4022.0,-0.093122885
33593,1215.0,1006.0,780.0,-0.12653975,2756.0,2760.0,2484.0,-0.05263158,3666.0,3656.0,2932.0,-0.10989678,3824.0,3802.0,3062.0,-0.10780886,4584.0,4848.0,4022.0,-0.093122885
